LATITUDE,LONGITUDE,Collision,osmnxId
43.644755,-79.384981,0,29604910
43.646093,-79.385564,0,29687316
43.654313,-79.391437,0,29696843
43.65381,-79.393832,0,29604747
43.649515,-79.389134,1,34520379
43.648426,-79.393259,0,29687989
43.649153,-79.390765,0,35506002
43.647301,-79.392799,0,29687645
43.66751,-79.399815,0,20964579
43.642708,-79.393895,0,23922875
43.645451,-79.395002,0,21436489
43.646722,-79.395533,0,29687678
43.647902,-79.396023,1,29687992
43.648731,-79.396364,1,23922863
43.652937,-79.398015,0,25629242
43.655859,-79.399205,1,29604669
43.65794,-79.400059,0,6374117188
43.663065,-79.402104,0,29658390
43.666655,-79.403803,0,24959524
43.670235,-79.360193,0,259911774
43.662446,-79.351357,0,27558323
43.66119,-79.358131,0,27558330
43.676196,-79.358828,1,20964567
43.673836,-79.36812,0,20953421
43.647197,-79.403991,1,21631725
43.640732,-79.401378,0,21631716
43.646453,-79.403717,1,29688004
43.635709,-79.403524,0,247298798
43.656469,-79.407705,0,29690663
43.661515,-79.409748,0,21631715
43.668148,-79.412374,0,3128480618
43.67314,-79.414344,0,21292198
43.679812,-79.41699,1,49402708
43.687185,-79.419939,0,1560165309
43.691917,-79.421873,0,1560932496
43.656171,-79.370091,0,29688419
43.665132,-79.411205,0,21631714
43.66346,-79.418837,0,20964576
43.662501,-79.423254,0,20964575
43.661163,-79.429431,0,20964574
43.659877,-79.435333,0,20964572
43.658347,-79.442714,0,20964571
43.656308,-79.452406,1,21436453
43.654686,-79.459966,0,50372408
43.653515,-79.465232,0,50367550
43.661971,-79.425612,0,21631747
43.677545,-79.351941,0,32441328
43.665479,-79.352604,1,71658843
43.674462,-79.399843,0,25644758
43.675792,-79.402557,0,21292188
43.676833,-79.410337,0,25644751
43.676697,-79.415765,0,21292296
43.675578,-79.423041,1,21292212
43.674696,-79.430924,0,25629246
43.674395,-79.433746,0,49573787
43.672984,-79.440961,1,36154672
43.671559,-79.448265,1,25629106
43.671084,-79.451069,0,252355502
43.671091,-79.462297,0,38459897
43.68128,-79.35767,0,108447942
43.68391,-79.35694,0,31333687
43.68854,-79.35524,0,32658147
43.69323,-79.35026,0,31333690
43.69414,-79.45725,0,25644728
43.69302,-79.46219,0,252355371
43.67692,-79.35508,0,32441428
43.68532,-79.40789,0,60891392
43.68462,-79.41116,0,60891390
43.68314,-79.41828,0,60891385
43.65524,-79.38599,0,29605012
43.68276,-79.42015,0,32657876
43.6817,-79.42569,0,60891407
43.68028,-79.43251,0,158712938
43.67958,-79.43578,0,49573650
43.67795,-79.44306,0,60891405
43.67628,-79.45058,0,60891404
43.67534,-79.45476,0,252355507
43.67421,-79.46,0,262833258
43.67353,-79.46302,0,70416803
43.67254,-79.46762,0,60891400
43.68896,-79.389878,0,128964231
43.697953,-79.424341,0,21292292
43.69529,-79.42322,0,41373187
43.68623,-79.39331,0,34993905
43.66591,-79.40743,0,26007921
43.66803,-79.39736,0,34710037
43.64292,-79.40767,0,25629293
43.64205,-79.41194,0,21436482
43.63897,-79.42736,0,21436475
43.63718,-79.43602,0,156900254
43.67472,-79.39287,1,25644762
43.65204,-79.40227,0,29604657
43.64806,-79.39966,1,29696960
43.64602,-79.40993,0,25629291
43.64474,-79.41628,0,25629294
43.644204,-79.418862,0,34673216
43.64351,-79.4224,0,29697342
43.699311,-79.433395,0,25644730
43.63871,-79.44619,0,21436424
43.63953,-79.45948,0,139017193
43.63777,-79.46645,0,21098703
43.63721,-79.46983,0,262316539
43.63627,-79.40961,1,6486817338
43.66835,-79.38203,0,34494563
43.64493,-79.45626,0,139012586
43.64866,-79.45778,0,72304118
43.65832,-79.4615,0,50370566
43.66366,-79.46375,1,20380934
43.688735,-79.402311,0,98498834
43.652554,-79.432536,0,29690117
43.655211,-79.433568,0,26007459
43.665829,-79.437886,0,21631746
43.668472,-79.439014,1,20380931
43.682371,-79.444848,0,247126824
43.685556,-79.446104,1,202318443
43.688628,-79.447385,1,247126296
43.651196,-79.445285,0,208530904
43.67845,-79.44084,0,243888418
43.6987,-79.43643,0,524459519
43.68902,-79.46054,0,252355504
43.69846,-79.46351,1,250027902
43.69703,-79.46795,0,261694052
43.68715,-79.43868,0,202317978
43.68311,-79.45801,0,432726246
43.68279,-79.46331,0,202319573
43.68993,-79.43575,0,85161857
43.69266,-79.44082,0,49573646
43.6539,-79.3585,1,21090770
43.64819,-79.35475,1,21099041
43.64394,-79.36897,0,60948124
43.65921,-79.39345,0,29604711
43.65743,-79.40318,0,29604458
43.6587,-79.39598,0,29690555
43.655,-79.41561,0,21436508
43.65443,-79.42268,0,1556461351
43.65364,-79.42638,0,21436501
43.651,-79.44002,0,21436491
43.64636,-79.44903,0,21436462
43.65152,-79.45104,0,21436458
43.66227,-79.40597,0,21631734
43.65996,-79.41747,0,21631736
43.65854,-79.42431,0,1556459342
43.6621,-79.3976,0,6028561925
43.66411,-79.39841,0,21631731
43.6647,-79.39572,0,24959528
43.67488,-79.40711,0,35506390
43.67165,-79.42156,0,21292208
43.67011,-79.42904,0,25629250
43.66973,-79.43273,1,51637131
43.66675,-79.44642,0,25629113
43.66576,-79.45126,1,20380933
43.66288,-79.46924,0,70412823
43.667172,-79.431698,0,51637133
43.66796,-79.42813,0,21631739
43.662356,-79.444427,0,56922071
43.68869,-79.41265,0,1560169989
43.69901,-79.41704,0,1557902753
43.6873,-79.398,0,98500099
43.66301,-79.38376,0,34404246
43.69198,-79.46535,0,264720912
43.67139,-79.39017,0,59239216
43.67309,-79.39084,0,5000955916
43.670558,-79.426598,0,25629249
43.6607,-79.36046,0,27559809
43.65742,-79.38134,0,29689427
43.65729,-79.38438,0,29604858
43.66869,-79.38609,0,34404547
43.66588,-79.36861,0,20953849
43.630456,-79.419834,0,23845588
43.67048,-79.39478,0,20979765
43.66822,-79.38885,0,24959507
43.658207,-79.377824,0,29689435
43.67219,-79.40602,0,32997065
43.6618,-79.36969,0,32759209
43.67035,-79.45578,0,56922070
43.67743,-79.40811,0,25644752
43.6811,-79.42885,0,21292230
43.69794,-79.45113,0,29656418
43.6573,-79.4479,0,129227960
43.65714,-79.43429,0,23828442
43.67013,-79.41314,0,58365726
43.6679,-79.46554,0,70416776
43.66658,-79.41962,0,21292205
43.69678,-79.44529,0,42075431
43.67476,-79.45767,0,502717467
43.64788,-79.39028,0,29687647
43.66299,-79.43666,0,23828406
43.64699,-79.40111,0,34710284
43.66209,-79.35307,0,35721975
43.65577,-79.4114,0,1625492462
43.66353,-79.40005,0,24959535
43.65441,-79.39864,0,29604674
43.64607,-79.3923,0,21436490
43.65185,-79.4364,0,129156165
43.65703,-79.40517,0,29690366
43.64447,-79.40008,0,29697045
43.66463,-79.41363,0,25970899
43.64822,-79.38866,0,34600545
43.66409,-79.41603,0,58405296
43.660505,-79.432421,0,20964573
43.69391,-79.44949,0,2975100137
43.67046,-79.43987,0,250024273
43.65336,-79.39612,0,29604707
43.65073,-79.41393,0,25629237
43.64986,-79.41827,0,25629236
43.68398,-79.39237,0,60946127
43.690087,-79.394877,0,55493271
43.69614,-79.3962,0,122060645
43.65519,-79.41901,0,21436504
43.67074,-79.45323,0,25644744
43.65388,-79.45181,0,21436456
43.69902,-79.43502,0,36493830
43.66106,-79.41216,0,25970900
43.64662,-79.38976,0,29689857
43.67841,-79.46481,0,86186677
43.64222,-79.42863,0,23828492
43.64107,-79.43451,0,207661132
43.64252,-79.42717,0,23828486
43.64537,-79.41319,0,23845793
43.65091,-79.39723,0,29604992
43.6837,-79.41572,0,60909939
43.632436,-79.41096,1,21098743
43.66051,-79.38742,0,24959515
43.65819,-79.3864,0,24959516
43.68679,-79.41203,0,82799170
43.68798,-79.36359,1,20954338
43.66318,-79.36148,0,32188041
43.66965,-79.3758,0,25813503
43.64826,-79.3709,1,25768774
43.66717,-79.40152,0,24959525
43.66897,-79.40475,0,32997068
43.63994,-79.387,0,208533274
43.66656,-79.38523,0,34404541
43.64398,-79.38873,0,29689859
43.64149,-79.43236,0,207676236
43.65526,-79.41387,0,25974445
43.64906,-79.36728,0,145498271
43.63711,-79.42664,0,23828498
43.637865,-79.458968,1,139017190
43.66565,-79.3877,0,24959505
43.67129,-79.37642,0,32755967
43.65226,-79.38012,0,29689542
43.64992,-79.39113,0,1550992510
43.681839,-79.467873,0,264413743
43.65436,-79.38319,0,29605019
43.66371,-79.38007,0,34404249
43.66506,-79.39397,0,3789187401
43.64575,-79.4006,0,29687639
43.64529,-79.38918,1,29687317
43.63775,-79.43321,0,207661127
43.67044,-79.45962,0,253370831
43.65432,-79.37874,0,29688407
43.66055,-79.41466,0,25970912
43.68954,-79.439544,0,118234284
43.67517,-79.41514,0,410951719
43.64326,-79.37543,1,1363831219
43.6645,-79.45868,0,25767803
43.649355,-79.356556,0,147912951
43.69178,-79.46787,0,425636930
43.66764,-79.37219,0,32757777
43.64054,-79.39294,0,393673549
43.643391,-79.391253,0,25628769
43.64195,-79.37461,0,60948123
43.64935,-79.39366,0,29689774
43.63568,-79.39829,0,6247479489
43.6598,-79.40904,0,21631722
43.6842,-79.45169,0,247124808
43.68062,-79.46644,0,25644641
43.65752,-79.38952,0,20979760
43.67739,-79.44565,0,501973133
43.68652,-79.4416,0,202318441
43.68543,-79.41922,0,1560045175
43.64145,-79.41501,0,21436481
43.69894,-79.45942,0,250027436
43.68491,-79.3519,1,31333675
43.65619,-79.42741,0,26007455
43.64963,-79.38213,0,29688113
43.68764,-79.42364,1,32657871
43.6922,-79.44879,0,247126161
43.67556,-79.44206,0,250025279
43.68219,-79.42335,0,85149146
43.644733,-79.391776,0,29689769
43.66385,-79.41068,0,25970934
43.651199,-79.384909,1,29824488
43.65952,-79.41952,1,21631737
43.67895,-79.43867,0,243888519
43.64342,-79.40524,0,29697087
43.65539,-79.45696,0,50369797
43.67218,-79.418756,0,58405656
43.65826,-79.39817,0,34710935
43.66166,-79.46294,0,21090868
43.66524,-79.37788,0,32755998
43.695485,-79.402394,0,537038053
43.65903,-79.42187,0,25629256
43.63976,-79.44095,0,207676739
43.65561,-79.3584,0,147912940
43.640284,-79.383387,0,5369288000
43.64297,-79.38147,1,26240308
43.67005,-79.46646,0,264104667
43.66466,-79.40273,0,29658389
43.6613,-79.4014,0,29658392
43.68016,-79.44393,0,247124151
43.6503,-79.41595,0,48891846
43.65482,-79.38028,0,29688406
43.65115,-79.45851,0,247962452
43.640969,-79.454627,0,256353018
43.646217,-79.398129,0,29687640
43.64893,-79.40465,0,29696871
43.686,-79.35627,0,108447670
43.649842,-79.37032,0,25628773
43.64101,-79.41727,0,21436480
43.63327,-79.41528,0,23845734
43.658612,-79.453102,0,260336841
43.65683,-79.35889,0,34679359
43.65135,-79.41091,0,29697134
43.63932,-79.45129,0,247962198
43.663242,-79.467636,0,259949218
43.69285,-79.41441,0,32997040
43.64521,-79.40321,0,29687638
43.650192,-79.362162,0,21090714
43.6563,-79.37955,0,26240542
43.64019,-79.42127,0,21436478
43.63551,-79.4067,0,254531728
43.6364,-79.40682,0,254531733
43.63887,-79.40062,0,23845953
43.663018,-79.420904,0,25629253
43.65898,-79.42853,0,25629243
43.68864,-79.39149,0,128962588
43.6591,-79.43918,0,129155808
43.65213,-79.44801,0,72303809
43.67206,-79.42982,0,6562541815
43.65199,-79.42173,0,29697286
43.68051,-79.39092,0,240433366
43.67845,-79.35843,0,32441487
43.6692,-79.39189,0,80927391
43.652816,-79.37157,0,29687905
43.65428,-79.36529,0,249975840
43.6516,-79.37108,0,29687661
43.65299,-79.36475,0,29687666
43.65073,-79.3707,0,29605069
43.65214,-79.3644,0,21090783
43.650653,-79.366682,0,249975932
43.65129,-79.36401,0,249975842
43.64672,-79.40654,0,29697091
43.64698,-79.41715,0,48891861
43.64056,-79.43699,0,156900248
43.63823,-79.4309,0,207661195
43.65889,-79.36857,0,27559788
43.640358,-79.388837,0,273320295
43.6859,-79.40535,0,209248130
43.66375,-79.3705,0,32759206
43.63164,-79.42724,0,23845511
43.6597,-79.39661,0,123347984
43.68424,-79.41346,0,1560041622
43.6473,-79.37329,0,249975741
43.66466,-79.38047,0,34494654
43.64749,-79.39865,0,34598770
43.67192,-79.37907,0,25832868
43.6616,-79.3807,0,7415913601
43.66282,-79.37973,1,34404251
43.63973,-79.42358,0,207676385
43.66637,-79.40533,0,26007923
43.65857,-79.37511,0,8435073811
43.67371,-79.41182,0,58365529
43.65043,-79.38858,1,32547805
43.64774,-79.40141,0,29697047
43.63704,-79.44753,0,380140481
43.64077,-79.39158,0,34911009
43.66491,-79.45549,0,233538512
43.63132,-79.42941,0,23845494
43.65967,-79.39993,0,24959558
43.644287,-79.394559,0,29689917
43.64978,-79.43364,0,129208784
43.632631,-79.425127,0,23845419
43.674073,-79.46956,0,420596416
43.645257,-79.352682,0,264561551
43.690338,-79.448287,1,243888484
43.639261,-79.410864,0,23845762
43.65688,-79.35626,0,1671452978
43.63732,-79.39723,0,21099075
43.667879,-79.379245,0,25628754
43.682901,-79.365943,0,324550648
43.679969,-79.433847,0,70118991
43.64239,-79.38403,0,145488868
43.63108,-79.415553,0,7159643317
43.652434,-79.360907,0,21090723
43.654296,-79.406841,0,29604667
43.64696,-79.41983,0,29697224
43.64961,-79.4298,0,29697231
43.66481,-79.35521,0,31258737
43.66168,-79.38989,0,20979755
43.67822,-79.39,0,60946100
43.64145,-79.39882,0,1431131579
43.646814,-79.430379,0,158701766
43.664817,-79.391122,0,24959522
43.660267,-79.415841,0,25970906
43.636654,-79.438553,0,21436469
43.651875,-79.369856,0,29687662
43.642696,-79.437452,0,129154178
43.66649,-79.375829,0,25813939
43.645156,-79.3655,0,6872552723
43.650654,-79.443039,1,129227516
43.670549,-79.389803,0,59239257
43.63767,-79.39191,0,60948074
43.637833,-79.390967,0,60948151
43.638798,-79.386772,0,60948069
43.639449,-79.382924,0,60948067
43.639908,-79.380399,0,60948064
43.641096,-79.377041,0,5215360015
43.636616,-79.396929,0,60948081
